country,ISO2,ISO,slug,start_date,end_date,lable_end_date,active,new_cases_feature,new_cases_label,stringency_actual,population,gdp_per_capita,population_density,Urban_population,UHC_service_coverage_index,basic_sanitation_services,Population_ages_0_to_14,Population_ages_15_to_64,Population_ages_65_and_over
Denmark,DK,DNK,denmark,2020-08-29,2020-09-18,2020-10-08,4120,5087,14444,47.69,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-09-18,2020-10-08,2020-10-28,5614,9357,21394,50.93,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-01-27,2020-02-16,2020-03-07,0,0,24,0.0,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-02-16,2020-03-07,2020-03-27,23,24,2200,25.93,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-03-07,2020-03-27,2020-04-16,2091,2176,7050,72.22,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-03-27,2020-04-16,2020-05-06,3550,4874,7936,68.52,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-04-16,2020-05-06,2020-05-26,1941,3062,4553,68.52,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-05-06,2020-05-26,2020-06-15,822,1491,2281,57.41,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-05-26,2020-06-15,2020-07-05,529,790,1406,57.41,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-06-15,2020-07-05,2020-07-25,410,616,1226,57.41,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-07-05,2020-07-25,2020-08-14,489,610,2725,54.63,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-07-25,2020-08-14,2020-09-03,1682,2115,4157,50.93,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-08-14,2020-09-03,2020-09-23,1282,2042,9064,50.93,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-09-03,2020-09-23,2020-10-13,5390,7022,15794,50.93,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-09-23,2020-10-13,2020-11-02,5216,8772,23931,41.67,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-02-01,2020-02-21,2020-03-12,0,0,617,0.0,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-02-21,2020-03-12,2020-04-01,616,617,3290,37.96,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-03-12,2020-04-01,2020-04-21,2215,2673,7274,72.22,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-04-01,2020-04-21,2020-05-11,2632,4601,7421,68.52,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-04-21,2020-05-11,2020-05-31,1652,2820,3978,65.74,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-05-11,2020-05-31,2020-06-20,735,1158,1880,57.41,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
Denmark,DK,DNK,denmark,2020-05-31,2020-06-20,2020-07-10,509,722,1278,57.41,5818553.0,59822.0929608968,137.976565849012,87.874,81.0,99.5972288164915,16.4009587177549,63.6337821533242,19.965259128921
